taxon_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,min_maturity_primary_score,avg_maturity_primary_score,bin_maturity_primary_score,min_maturity_secondary_score,avg_maturity_secondary_score,score_GM
Calothamnus hirsutus,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Calothamnus huegelii,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calothamnus longissimus,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calothamnus planifolius,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calothamnus preissii,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calothamnus quadrifidus,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Calothamnus rupestris,TRUE,NA,NA,4.875,NA,NA,NA,0.2,NA,NA,0.2,NA,NA,NA,0.2
Calothamnus sanguineus,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Calothamnus torulosus,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Calothamnus villosus,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calotis,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Calotis ancyrocarpa,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Calotis anthemoides,TRUE,NA,1,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Calotis cuneata,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calotis cuneata var. pubescens,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Calotis cuneifolia,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calotis cymbacantha,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Calotis dentex,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Calotis erinacea,TRUE,TRUE,NA,NA,0--1,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Calotis glandulosa,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calotis hispidula,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Calotis lappulacea,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calotis latiuscula,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calotis moorei,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Calotis multicaulis,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Calotis plumulifera,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Calotis porphyroglossa,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Calotis pubescens,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Calotis scabiosifolia,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calotis scabiosifolia var. integrifolia,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calotis scabiosifolia var. scabiosifolia,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calotis scapigera,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calotis sp. [Calotis aff. hispidula; White_2020],NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Calotis sp. [Calotis sp. aff. hispidula (Sunset); White_2020],NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Calotis squamigera,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Calycopeplus collinus,FALSE,TRUE,NA,NA,2--3,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Calystegia marginata,TRUE,TRUE,0.7945736,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Calystegia sepium,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calystegia soldanella,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calytrix,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Calytrix achaeta,TRUE,FALSE,NA,NA,6--10,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Calytrix acutifolia,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calytrix alpestris,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Calytrix angulata,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Calytrix arborescens,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Calytrix breviseta subsp. stipulosa,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Calytrix brownii,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Calytrix carinata,TRUE,FALSE,NA,NA,2--3,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Calytrix chrysantha,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Calytrix decussata,FALSE,TRUE,NA,NA,4--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Calytrix depressa,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Calytrix eneabbensis,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Calytrix exstipulata,TRUE,FALSE,NA,NA,4--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Calytrix flavescens,TRUE,TRUE,NA,2.5,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,0.2
Calytrix fraseri,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Calytrix glaberrima,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calytrix inopinata,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calytrix involucrata,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calytrix leschenaultii,FALSE,TRUE,NA,3,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Calytrix longiflora,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Calytrix megaphylla,TRUE,FALSE,NA,NA,4--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Calytrix micrairoides,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Calytrix nematoclada,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Calytrix oldfieldii,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calytrix sapphirina,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Calytrix simplex subsp. suboppositifolia,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Calytrix sullivanii,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Calytrix superba,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Calytrix tetragona,TRUE,TRUE,2.693798,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Calytrix verticillata,FALSE,TRUE,NA,NA,6--10,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Camptacra barbata,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Camptacra gracilis,TRUE,NA,NA,NA,2--3,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Campynema lineare,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Cananga odorata,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Canarium acutifolium var. acutifolium,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Canarium australasicum,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Canarium australianum,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Canarium australianum var. australianum,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Canarium australianum var. glabrum,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Canarium australianum var. velutinum,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Canarium muelleri,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Canarium vitiense,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Canavalia cathartica,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Canavalia papuana,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Canavalia rosea,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Canna indica,NA,NA,NA,NA,NA,0.7364341085,NA,NA,NA,NA,NA,NA,0.2,NA,0.2
Cansjera leptostachya,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Capillipedium parviflorum,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Capillipedium spicigerum,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Capparis anomala,FALSE,FALSE,NA,NA,5--20,NA,NA,1,1,NA,NA,1,NA,NA,1
Capparis arborea,TRUE,FALSE,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,0.4472135955
Capparis canescens,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Capparis jacobsii,TRUE,NA,NA,NA,10--,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Capparis lasiantha,TRUE,TRUE,NA,NA,6--10,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
