original_name,aligned_name,accepted_name,suggested_name,genus,taxon_rank,taxonomic_dataset,taxonomic_status,scientific_name_authorship,aligned_reason,update_reason,number_of_collapsed_taxa
Alphitonia excelsa,Alphitonia excelsa,Alphitonia excelsa,Alphitonia excelsa,Alphitonia,species,APC,accepted,(A.Cunn. ex Fenzl) Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Alphitonia petriei,Alphitonia petriei,Alphitonia petriei,Alphitonia petriei,Alphitonia,species,APC,accepted,Braid & C.T.White,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Alyxia ruscifolia,Alyxia ruscifolia,Alyxia ruscifolia,Alyxia ruscifolia,Alyxia,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Ammobium alatum,Ammobium alatum,Ammobium alatum,Ammobium alatum,Ammobium,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Amyema,Amyema sp. [Amyema],NA,Amyema sp. [Amyema],Amyema,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Amyema miquelii,Amyema miquelii,Amyema miquelii,Amyema miquelii,Amyema,species,APC,accepted,(Lehm. ex Miq.) Tiegh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Amyema miraculosa,Amyema miraculosa,Amyema miraculosa,Amyema miraculosa,Amyema,species,APC,accepted,(Miq.) Tiegh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Amyema nestor,Amyema nestor,Amyema nestor,Amyema nestor,Amyema,species,APC,accepted,(S.Moore) Danser,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Amyema preisii,Amyema preisii,Amyema preissii,Amyema preissii,Amyema,species,APC,accepted,(Miq.) Tiegh.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),orthographic variant,NA
Amyema preissii,Amyema preissii,Amyema preissii,Amyema preissii,Amyema,species,APC,accepted,(Miq.) Tiegh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Amyema quandang,Amyema quandang,Amyema quandang,Amyema quandang,Amyema,species,APC,accepted,(Lindl.) Tiegh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Amyena,Amyema sp. [Amyena],NA,Amyema sp. [Amyena],Amyema,genus,APC,genus accepted,NA,Fuzzy match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Amyena miquelii,Amyema miquelii,Amyema miquelii,Amyema miquelii,Amyema,species,APC,accepted,(Lehm. ex Miq.) Tiegh.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Amyena preissii,Amyema preissii,Amyema preissii,Amyema preissii,Amyema,species,APC,accepted,(Miq.) Tiegh.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Anacardiaceae,Anacardiaceae sp. [Anacardiaceae],NA,Anacardiaceae sp. [Anacardiaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Anacardium occidentale,Anacardium occidentale,Anacardium occidentale,Anacardium occidentale,Anacardium,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Andersonia heterophylla,Andersonia heterophylla,Andersonia heterophylla,Andersonia heterophylla [alternative possible names: Andersonia macranthera (pro parte misapplied)],Andersonia,species,APC,accepted,Sond.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Angianthus brachypappus,Angianthus brachypappus,Angianthus brachypappus,Angianthus brachypappus,Angianthus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Angophora,Angophora sp. [Angophora],NA,Angophora sp. [Angophora],Angophora,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Angophora bakeri,Angophora bakeri,Angophora bakeri,Angophora bakeri,Angophora,species,APC,accepted,E.C.Hall,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Angophora costata,Angophora costata,Angophora costata,Angophora costata,Angophora,species,APC,accepted,(Gaertn.) Britten,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Angophora floribunda,Angophora floribunda,Angophora floribunda,Angophora floribunda,Angophora,species,APC,accepted,(Sm.) Sweet,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Angophora hispida,Angophora hispida,Angophora hispida,Angophora hispida,Angophora,species,APC,accepted,(Sm.) Blaxell,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Angophora intermedia,Angophora intermedia,Angophora floribunda,Angophora floribunda,Angophora,species,APC,accepted,(Sm.) Sweet,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Angophora subvaleutina,Angophora subvelutina,Angophora subvelutina,Angophora subvelutina,Angophora,species,APC,accepted,F.Muell.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Angophora subvelutina,Angophora subvelutina,Angophora subvelutina,Angophora subvelutina,Angophora,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Angophora woodsiana,Angophora woodsiana,Angophora woodsiana,Angophora woodsiana,Angophora,species,APC,accepted,F.M.Bailey,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Aotus,Aotus sp. [Aotus],NA,Aotus sp. [Aotus],Aotus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Aotus ericoides,Aotus ericoides,Aotus ericoides,Aotus ericoides [alternative possible names: Aotus gracillima (pro parte misapplied) | Aotus intermedia (pro parte misapplied) | Aotus subspinescens (misapplied)],Aotus,species,APC,accepted,(Vent.) G.Don,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Aotus lanigera,Aotus lanigera,Aotus lanigera,Aotus lanigera,Aotus,species,APC,accepted,A.Cunn. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Aphananthe philippinensis,Aphananthe philippinensis,Aphananthe philippinensis,Aphananthe philippinensis,Aphananthe,species,APC,accepted,Planch.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Apocynaceae,Apocynaceae sp. [Apocynaceae],NA,Apocynaceae sp. [Apocynaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Apophyllum anomalum,Apophyllum anomalum,Capparis anomala,Capparis anomala,Capparis,species,APC,accepted,(F.Muell.) Byng & Christenh.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),basionym,NA
Araucaria,Araucaria sp. [Araucaria],NA,Araucaria sp. [Araucaria],Araucaria,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Araucaria cunninghamii,Araucaria cunninghamii,Araucaria cunninghamii,Araucaria cunninghamii,Araucaria,species,APC,accepted,Mudie,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Argyrodendron actinophyllum,Argyrodendron actinophyllum,Argyrodendron actinophyllum,Argyrodendron actinophyllum,Argyrodendron,species,APC,accepted,(F.Muell.) Edlin,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Argyrodendron peralatum,Argyrodendron peralatum,Argyrodendron peralatum,Argyrodendron peralatum,Argyrodendron,species,APC,accepted,(F.M.Bailey) Edlin ex I.H.Boas,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Arthropodium milleflorum,Arthropodium milleflorum,Arthropodium milleflorum,Arthropodium milleflorum,Arthropodium,species,APC,accepted,(Redouté) J.F.Macbr.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Asperula gunnii,Asperula gunnii,Asperula gunnii,Asperula gunnii [alternative possible names: Asperula euryphylla (pro parte misapplied) | Asperula oblanceolata (pro parte misapplied) | Asperula tetraphylla (misapplied) | Asperula subsimplex (doubtful misapplied)],Asperula,species,APC,accepted,Hook.f.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Asphodelus fistulosus,Asphodelus fistulosus,Asphodelus fistulosus,Asphodelus fistulosus,Asphodelus,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Asteraceae,Asteraceae sp. [Asteraceae],NA,Asteraceae sp. [Asteraceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Astroloma xerophyllum,Astroloma xerophyllum,Astroloma xerophyllum,Astroloma xerophyllum,Astroloma,species,APC,accepted,(DC.) Sond.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Astrotricha longifolia,Astrotricha longifolia,Astrotricha longifolia,Astrotricha longifolia,Astrotricha,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Atalaya hemiglauca,Atalaya hemiglauca,Atalaya hemiglauca,Atalaya hemiglauca,Atalaya,species,APC,accepted,(F.Muell.) F.Muell. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Atriplex,Atriplex sp. [Atriplex],NA,Atriplex sp. [Atriplex],Atriplex,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Avena sativa,Avena sativa,Avena sativa,Avena sativa,Avena,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Backhousia myrtifolia,Backhousia myrtifolia,Backhousia myrtifolia,Backhousia myrtifolia,Backhousia,species,APC,accepted,Hook. & Harv.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Backhousia sciadophora,Backhousia sciadophora,Backhousia sciadophora,Backhousia sciadophora,Backhousia,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Baeckea,Baeckea sp. [Baeckea],NA,Baeckea sp. [Baeckea],Baeckea,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Baeckea behrii,Baeckea behrii,Hysterobaeckea behrii,Hysterobaeckea behrii,Hysterobaeckea,species,APC,accepted,(Schltdl.) Rye,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Baeckea frutescens,Baeckea frutescens,Baeckea frutescens,Baeckea frutescens,Baeckea,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Baeckea gunniana,Baeckea gunniana,Baeckea gunniana,Baeckea gunniana,Baeckea,species,APC,accepted,Schauer,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Baeckea imbricata,Baeckea imbricata,Baeckea imbricata,Baeckea imbricata,Baeckea,species,APC,accepted,(Gaertn.) Druce,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Baeckea pentagonantha,Baeckea pentagonantha,Baeckea pentagonantha,Baeckea pentagonantha,Baeckea,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Baeckea stenophylla,Baeckea stenophylla,Baeckea frutescens,Baeckea frutescens,Baeckea,species,APC,accepted,L.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
